Cohort Year,Graduation Rate Type,LEA Entity ID,LEA Name,School Entity ID,School Name,County,Subgroup,Number Graduated,Number in Cohort,Percent Graduated in 4 Years
2022,4 Year,4220,Pima Unified District,4891,Pima High School,Graham,Migrant Cohort,*,*,*
2022,4 Year,4220,Pima Unified District,4891,Pima High School,Graham,Military Cohort,*,*,*
2022,4 Year,4220,Pima Unified District,4891,Pima High School,Graham,Multiple Races,*,*,*
2022,4 Year,4220,Pima Unified District,4891,Pima High School,Graham,Special Education,*,*,81.8
2022,4 Year,4220,Pima Unified District,4891,Pima High School,Graham,White,*,*,92.7
2022,4 Year,4220,Pima Unified District,92296,Gila Valley Learning Center,Graham,All,*,*,*
2022,4 Year,4220,Pima Unified District,92296,Gila Valley Learning Center,Graham,American Indian or Alaska Native,*,*,*
2022,4 Year,4220,Pima Unified District,92296,Gila Valley Learning Center,Graham,EL Cohort,*,*,*
2022,4 Year,4220,Pima Unified District,92296,Gila Valley Learning Center,Graham,Female,*,*,*
2022,4 Year,4220,Pima Unified District,92296,Gila Valley Learning Center,Graham,Foster Care Cohort,*,*,*
2022,4 Year,4220,Pima Unified District,92296,Gila Valley Learning Center,Graham,Homeless Cohort,*,*,*
2022,4 Year,4220,Pima Unified District,92296,Gila Valley Learning Center,Graham,Income Eligibility 1 and 2,*,*,*
2022,4 Year,4220,Pima Unified District,92296,Gila Valley Learning Center,Graham,Male,*,*,*
2022,4 Year,4220,Pima Unified District,92296,Gila Valley Learning Center,Graham,Migrant Cohort,*,*,*
2022,4 Year,4220,Pima Unified District,92296,Gila Valley Learning Center,Graham,Military Cohort,*,*,*
2022,4 Year,4220,Pima Unified District,92296,Gila Valley Learning Center,Graham,Special Education,*,*,*
2022,4 Year,4220,Pima Unified District,92296,Gila Valley Learning Center,Graham,White,*,*,*
2022,4 Year,4221,Fort Thomas Unified District,4893,Fort Thomas High School,Graham,All,*,*,96
2022,4 Year,4221,Fort Thomas Unified District,4893,Fort Thomas High School,Graham,American Indian or Alaska Native,*,*,95.6
2022,4 Year,4221,Fort Thomas Unified District,4893,Fort Thomas High School,Graham,EL Cohort,*,*,*
2022,4 Year,4221,Fort Thomas Unified District,4893,Fort Thomas High School,Graham,Female,*,*,*
2022,4 Year,4221,Fort Thomas Unified District,4893,Fort Thomas High School,Graham,Foster Care Cohort,*,*,*
2022,4 Year,4221,Fort Thomas Unified District,4893,Fort Thomas High School,Graham,Hispanic or Latino,*,*,*
2022,4 Year,4221,Fort Thomas Unified District,4893,Fort Thomas High School,Graham,Homeless Cohort,*,*,*
2022,4 Year,4221,Fort Thomas Unified District,4893,Fort Thomas High School,Graham,Income Eligibility 1 and 2,*,*,96
2022,4 Year,4221,Fort Thomas Unified District,4893,Fort Thomas High School,Graham,Male,*,*,90.9
2022,4 Year,4221,Fort Thomas Unified District,4893,Fort Thomas High School,Graham,Migrant Cohort,*,*,*
2022,4 Year,4221,Fort Thomas Unified District,4893,Fort Thomas High School,Graham,Military Cohort,*,*,*
2022,4 Year,4221,Fort Thomas Unified District,4893,Fort Thomas High School,Graham,Special Education,*,*,*
2022,4 Year,4221,Fort Thomas Unified District,4893,Fort Thomas High School,Graham,White,*,*,*
2022,4 Year,4221,Fort Thomas Unified District,90064,Mt. Turnbull Academy,Graham,All,*,*,27.3
2022,4 Year,4221,Fort Thomas Unified District,90064,Mt. Turnbull Academy,Graham,American Indian or Alaska Native,*,*,27.3
2022,4 Year,4221,Fort Thomas Unified District,90064,Mt. Turnbull Academy,Graham,EL Cohort,*,*,*
2022,4 Year,4221,Fort Thomas Unified District,90064,Mt. Turnbull Academy,Graham,Female,*,*,40
2022,4 Year,4221,Fort Thomas Unified District,90064,Mt. Turnbull Academy,Graham,Foster Care Cohort,*,*,*
2022,4 Year,4221,Fort Thomas Unified District,90064,Mt. Turnbull Academy,Graham,Homeless Cohort,*,*,*
2022,4 Year,4221,Fort Thomas Unified District,90064,Mt. Turnbull Academy,Graham,Income Eligibility 1 and 2,*,*,25
2022,4 Year,4221,Fort Thomas Unified District,90064,Mt. Turnbull Academy,Graham,Male,*,*,16.7
2022,4 Year,4221,Fort Thomas Unified District,90064,Mt. Turnbull Academy,Graham,Migrant Cohort,*,*,*
2022,4 Year,4221,Fort Thomas Unified District,90064,Mt. Turnbull Academy,Graham,Military Cohort,*,*,*
2022,4 Year,4221,Fort Thomas Unified District,90064,Mt. Turnbull Academy,Graham,Special Education,*,*,*
2022,4 Year,4228,Duncan Unified District,4903,Duncan High School,Greenlee,All,*,*,88
2022,4 Year,4228,Duncan Unified District,4903,Duncan High School,Greenlee,Asian,*,*,*
2022,4 Year,4228,Duncan Unified District,4903,Duncan High School,Greenlee,EL Cohort,*,*,*
2022,4 Year,4228,Duncan Unified District,4903,Duncan High School,Greenlee,Female,*,*,91.7
2022,4 Year,4228,Duncan Unified District,4903,Duncan High School,Greenlee,Foster Care Cohort,*,*,*
2022,4 Year,4228,Duncan Unified District,4903,Duncan High School,Greenlee,Hispanic or Latino,*,*,75
2022,4 Year,4228,Duncan Unified District,4903,Duncan High School,Greenlee,Homeless Cohort,*,*,*
2022,4 Year,4228,Duncan Unified District,4903,Duncan High School,Greenlee,Income Eligibility 1 and 2,*,*,75
2022,4 Year,4228,Duncan Unified District,4903,Duncan High School,Greenlee,Male,*,*,84.6
2022,4 Year,4228,Duncan Unified District,4903,Duncan High School,Greenlee,Migrant Cohort,*,*,*
2022,4 Year,4228,Duncan Unified District,4903,Duncan High School,Greenlee,Military Cohort,*,*,*
2022,4 Year,4228,Duncan Unified District,4903,Duncan High School,Greenlee,Special Education,*,*,*
2022,4 Year,4228,Duncan Unified District,4903,Duncan High School,Greenlee,White,*,*,90
2022,4 Year,4230,Morenci Unified District,4906,Morenci High School,Greenlee,All,*,*,95.8
2022,4 Year,4230,Morenci Unified District,4906,Morenci High School,Greenlee,American Indian or Alaska Native,*,*,*
2022,4 Year,4230,Morenci Unified District,4906,Morenci High School,Greenlee,Black/African American,*,*,*
2022,4 Year,4230,Morenci Unified District,4906,Morenci High School,Greenlee,EL Cohort,*,*,*
2022,4 Year,4230,Morenci Unified District,4906,Morenci High School,Greenlee,Female,*,*,94.6
2022,4 Year,4230,Morenci Unified District,4906,Morenci High School,Greenlee,Foster Care Cohort,*,*,*
2022,4 Year,4230,Morenci Unified District,4906,Morenci High School,Greenlee,Hispanic or Latino,*,*,98
2022,4 Year,4230,Morenci Unified District,4906,Morenci High School,Greenlee,Homeless Cohort,*,*,*
2022,4 Year,4230,Morenci Unified District,4906,Morenci High School,Greenlee,Income Eligibility 1 and 2,*,*,88.2
2022,4 Year,4230,Morenci Unified District,4906,Morenci High School,Greenlee,Male,*,*,97.1
2022,4 Year,4230,Morenci Unified District,4906,Morenci High School,Greenlee,Migrant Cohort,*,*,*
2022,4 Year,4230,Morenci Unified District,4906,Morenci High School,Greenlee,Military Cohort,*,*,*
2022,4 Year,4230,Morenci Unified District,4906,Morenci High School,Greenlee,Multiple Races,*,*,*
2022,4 Year,4230,Morenci Unified District,4906,Morenci High School,Greenlee,Special Education,*,*,87.5
2022,4 Year,4230,Morenci Unified District,4906,Morenci High School,Greenlee,White,*,*,88.2
2022,4 Year,4231,Blue Elementary District,4908,Blue Elementary School,Greenlee,All,*,*,*
2022,4 Year,4231,Blue Elementary District,4908,Blue Elementary School,Greenlee,EL Cohort,*,*,*
2022,4 Year,4231,Blue Elementary District,4908,Blue Elementary School,Greenlee,Female,*,*,*
2022,4 Year,4231,Blue Elementary District,4908,Blue Elementary School,Greenlee,Foster Care Cohort,*,*,*
2022,4 Year,4231,Blue Elementary District,4908,Blue Elementary School,Greenlee,Homeless Cohort,*,*,*
2022,4 Year,4231,Blue Elementary District,4908,Blue Elementary School,Greenlee,Income Eligibility 1 and 2,*,*,*
2022,4 Year,4231,Blue Elementary District,4908,Blue Elementary School,Greenlee,Migrant Cohort,*,*,*
2022,4 Year,4231,Blue Elementary District,4908,Blue Elementary School,Greenlee,Military Cohort,*,*,*
2022,4 Year,4231,Blue Elementary District,4908,Blue Elementary School,Greenlee,Special Education,*,*,*
2022,4 Year,4231,Blue Elementary District,4908,Blue Elementary School,Greenlee,White,*,*,*
2022,4 Year,4234,Maricopa County Regional School District,90797,Southwest Key Transitional Learning Center,Maricopa,All,*,*,*
2022,4 Year,4234,Maricopa County Regional School District,90797,Southwest Key Transitional Learning Center,Maricopa,EL Cohort,*,*,*
2022,4 Year,4234,Maricopa County Regional School District,90797,Southwest Key Transitional Learning Center,Maricopa,Female,*,*,*
2022,4 Year,4234,Maricopa County Regional School District,90797,Southwest Key Transitional Learning Center,Maricopa,Foster Care Cohort,*,*,*
2022,4 Year,4234,Maricopa County Regional School District,90797,Southwest Key Transitional Learning Center,Maricopa,Hispanic or Latino,*,*,*
2022,4 Year,4234,Maricopa County Regional School District,90797,Southwest Key Transitional Learning Center,Maricopa,Homeless Cohort,*,*,*
2022,4 Year,4234,Maricopa County Regional School District,90797,Southwest Key Transitional Learning Center,Maricopa,Income Eligibility 1 and 2,*,*,*
2022,4 Year,4234,Maricopa County Regional School District,90797,Southwest Key Transitional Learning Center,Maricopa,Male,*,*,*
2022,4 Year,4234,Maricopa County Regional School District,90797,Southwest Key Transitional Learning Center,Maricopa,Migrant Cohort,*,*,*
2022,4 Year,4234,Maricopa County Regional School District,90797,Southwest Key Transitional Learning Center,Maricopa,Military Cohort,*,*,*
2022,4 Year,4234,Maricopa County Regional School District,90797,Southwest Key Transitional Learning Center,Maricopa,Special Education,*,*,*
2022,4 Year,4234,Maricopa County Regional School District,969999,Hope College and Career Readiness Academy,Maricopa,All,*,*,30.4
2022,4 Year,4234,Maricopa County Regional School District,969999,Hope College and Career Readiness Academy,Maricopa,Black/African American,*,*,30
2022,4 Year,4234,Maricopa County Regional School District,969999,Hope College and Career Readiness Academy,Maricopa,EL Cohort,*,*,*
2022,4 Year,4234,Maricopa County Regional School District,969999,Hope College and Career Readiness Academy,Maricopa,Female,*,*,33.3
2022,4 Year,4234,Maricopa County Regional School District,969999,Hope College and Career Readiness Academy,Maricopa,Foster Care Cohort,*,*,*
2022,4 Year,4234,Maricopa County Regional School District,969999,Hope College and Career Readiness Academy,Maricopa,Hispanic or Latino,*,*,25
2022,4 Year,4234,Maricopa County Regional School District,969999,Hope College and Career Readiness Academy,Maricopa,Homeless Cohort,*,*,*
2022,4 Year,4234,Maricopa County Regional School District,969999,Hope College and Career Readiness Academy,Maricopa,Income Eligibility 1 and 2,*,*,31.8
2022,4 Year,4234,Maricopa County Regional School District,969999,Hope College and Career Readiness Academy,Maricopa,Male,*,*,28.6
2022,4 Year,4234,Maricopa County Regional School District,969999,Hope College and Career Readiness Academy,Maricopa,Migrant Cohort,*,*,*
2022,4 Year,4234,Maricopa County Regional School District,969999,Hope College and Career Readiness Academy,Maricopa,Military Cohort,*,*,*
2022,4 Year,4234,Maricopa County Regional School District,969999,Hope College and Career Readiness Academy,Maricopa,Special Education,*,*,40
2022,4 Year,4234,Maricopa County Regional School District,969999,Hope College and Career Readiness Academy,Maricopa,White,*,*,*
2022,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,All,595,766,77.7
2022,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,American Indian or Alaska Native,*,*,54.6
2022,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Asian,*,*,*
2022,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Black/African American,*,*,73.5
2022,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,EL Cohort,33,47,70.2
2022,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Female,332,392,84.7
2022,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Foster Care Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Hispanic or Latino,360,482,74.7
2022,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Homeless Cohort,*,*,40
2022,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Income Eligibility 1 and 2,350,460,76.1
2022,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Male,263,374,70.3
2022,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Migrant Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Military Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Multiple Races,*,*,83.3
2022,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Native Hawaiian or Pacific Islander,*,*,75
2022,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,Special Education,53,90,58.9
2022,4 Year,4235,Mesa Unified District,4980,Mesa High School,Maricopa,White,189,222,85.1
2022,4 Year,4235,Mesa Unified District,4981,Westwood High School,Maricopa,All,596,864,69
2022,4 Year,4235,Mesa Unified District,4981,Westwood High School,Maricopa,American Indian or Alaska Native,55,93,59.1
2022,4 Year,4235,Mesa Unified District,4981,Westwood High School,Maricopa,Asian,*,*,79.2
2022,4 Year,4235,Mesa Unified District,4981,Westwood High School,Maricopa,Black/African American,40,65,61.5
2022,4 Year,4235,Mesa Unified District,4981,Westwood High School,Maricopa,EL Cohort,39,54,72.2
2022,4 Year,4235,Mesa Unified District,4981,Westwood High School,Maricopa,Female,316,424,74.5
2022,4 Year,4235,Mesa Unified District,4981,Westwood High School,Maricopa,Foster Care Cohort,*,*,60
2022,4 Year,4235,Mesa Unified District,4981,Westwood High School,Maricopa,Hispanic or Latino,330,475,69.5
2022,4 Year,4235,Mesa Unified District,4981,Westwood High School,Maricopa,Homeless Cohort,*,*,64.3
2022,4 Year,4235,Mesa Unified District,4981,Westwood High School,Maricopa,Income Eligibility 1 and 2,369,541,68.2
2022,4 Year,4235,Mesa Unified District,4981,Westwood High School,Maricopa,Male,280,440,63.6
2022,4 Year,4235,Mesa Unified District,4981,Westwood High School,Maricopa,Migrant Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,4981,Westwood High School,Maricopa,Military Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,4981,Westwood High School,Maricopa,Multiple Races,*,*,50
2022,4 Year,4235,Mesa Unified District,4981,Westwood High School,Maricopa,Native Hawaiian or Pacific Islander,*,*,50
2022,4 Year,4235,Mesa Unified District,4981,Westwood High School,Maricopa,Special Education,68,127,53.5
2022,4 Year,4235,Mesa Unified District,4981,Westwood High School,Maricopa,White,142,187,75.9
2022,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,All,659,773,85.2
2022,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,American Indian or Alaska Native,*,*,75
2022,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Asian,*,*,81.2
2022,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Black/African American,*,*,68.4
2022,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,EL Cohort,*,*,87.5
2022,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Female,324,369,87.8
2022,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Foster Care Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Hispanic or Latino,145,182,79.7
2022,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Homeless Cohort,*,*,33.3
2022,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Income Eligibility 1 and 2,167,213,78.4
2022,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Male,335,404,82.9
2022,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Migrant Cohort,*,*,80
2022,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Military Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Multiple Races,*,*,84.6
2022,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Native Hawaiian or Pacific Islander,*,*,*
2022,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,Special Education,68,99,68.7
2022,4 Year,4235,Mesa Unified District,4982,Mountain View High School,Maricopa,White,448,506,88.5
2022,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,All,461,586,78.7
2022,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,American Indian or Alaska Native,*,*,80
2022,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Asian,*,*,92.3
2022,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Black/African American,25,42,59.5
2022,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,EL Cohort,*,*,77.3
2022,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Female,229,277,82.7
2022,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Foster Care Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Hispanic or Latino,228,288,79.2
2022,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Homeless Cohort,*,*,50
2022,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Income Eligibility 1 and 2,241,307,78.5
2022,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Male,232,309,75.1
2022,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Migrant Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Military Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Multiple Races,*,*,75
2022,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Native Hawaiian or Pacific Islander,*,*,75
2022,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,Special Education,46,79,58.2
2022,4 Year,4235,Mesa Unified District,4983,Dobson High School,Maricopa,White,157,193,81.4
2022,4 Year,4235,Mesa Unified District,4984,Red Mountain High School,Maricopa,All,761,835,91.1
2022,4 Year,4235,Mesa Unified District,4984,Red Mountain High School,Maricopa,American Indian or Alaska Native,*,*,80
2022,4 Year,4235,Mesa Unified District,4984,Red Mountain High School,Maricopa,Asian,*,*,95.2
2022,4 Year,4235,Mesa Unified District,4984,Red Mountain High School,Maricopa,Black/African American,*,*,87.5
2022,4 Year,4235,Mesa Unified District,4984,Red Mountain High School,Maricopa,EL Cohort,*,*,91.7
2022,4 Year,4235,Mesa Unified District,4984,Red Mountain High School,Maricopa,Female,378,403,93.8
2022,4 Year,4235,Mesa Unified District,4984,Red Mountain High School,Maricopa,Foster Care Cohort,*,*,62.5
2022,4 Year,4235,Mesa Unified District,4984,Red Mountain High School,Maricopa,Hispanic or Latino,165,186,88.7
2022,4 Year,4235,Mesa Unified District,4984,Red Mountain High School,Maricopa,Homeless Cohort,*,*,88.9
2022,4 Year,4235,Mesa Unified District,4984,Red Mountain High School,Maricopa,Income Eligibility 1 and 2,207,239,86.6
2022,4 Year,4235,Mesa Unified District,4984,Red Mountain High School,Maricopa,Male,383,432,88.7
2022,4 Year,4235,Mesa Unified District,4984,Red Mountain High School,Maricopa,Migrant Cohort,*,*,66.7
2022,4 Year,4235,Mesa Unified District,4984,Red Mountain High School,Maricopa,Military Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,4984,Red Mountain High School,Maricopa,Multiple Races,*,*,*
2022,4 Year,4235,Mesa Unified District,4984,Red Mountain High School,Maricopa,Native Hawaiian or Pacific Islander,*,*,*
2022,4 Year,4235,Mesa Unified District,4984,Red Mountain High School,Maricopa,Special Education,68,95,71.6
2022,4 Year,4235,Mesa Unified District,4984,Red Mountain High School,Maricopa,White,518,562,92.2
2022,4 Year,4235,Mesa Unified District,78917,Skyline High School,Maricopa,All,452,572,79
2022,4 Year,4235,Mesa Unified District,78917,Skyline High School,Maricopa,American Indian or Alaska Native,*,*,91.7
2022,4 Year,4235,Mesa Unified District,78917,Skyline High School,Maricopa,Asian,*,*,83.3
2022,4 Year,4235,Mesa Unified District,78917,Skyline High School,Maricopa,Black/African American,*,*,72
2022,4 Year,4235,Mesa Unified District,78917,Skyline High School,Maricopa,EL Cohort,*,*,61.1
2022,4 Year,4235,Mesa Unified District,78917,Skyline High School,Maricopa,Female,232,276,84.1
2022,4 Year,4235,Mesa Unified District,78917,Skyline High School,Maricopa,Foster Care Cohort,*,*,50
2022,4 Year,4235,Mesa Unified District,78917,Skyline High School,Maricopa,Hispanic or Latino,207,260,79.6
2022,4 Year,4235,Mesa Unified District,78917,Skyline High School,Maricopa,Homeless Cohort,*,*,60
2022,4 Year,4235,Mesa Unified District,78917,Skyline High School,Maricopa,Income Eligibility 1 and 2,223,286,78
2022,4 Year,4235,Mesa Unified District,78917,Skyline High School,Maricopa,Male,220,296,74.3
2022,4 Year,4235,Mesa Unified District,78917,Skyline High School,Maricopa,Migrant Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,78917,Skyline High School,Maricopa,Military Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,78917,Skyline High School,Maricopa,Multiple Races,*,*,87.5
2022,4 Year,4235,Mesa Unified District,78917,Skyline High School,Maricopa,Native Hawaiian or Pacific Islander,*,*,33.3
2022,4 Year,4235,Mesa Unified District,78917,Skyline High School,Maricopa,Special Education,80,105,76.2
2022,4 Year,4235,Mesa Unified District,78917,Skyline High School,Maricopa,White,198,252,78.6
2022,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,All,*,*,*
2022,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,American Indian or Alaska Native,*,*,*
2022,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Asian,*,*,*
2022,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Black/African American,*,*,*
2022,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,EL Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Female,*,*,*
2022,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Foster Care Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Hispanic or Latino,*,*,*
2022,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Homeless Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Income Eligibility 1 and 2,*,*,*
2022,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Male,*,*,*
2022,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Migrant Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Military Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Multiple Races,*,*,*
2022,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Native Hawaiian or Pacific Islander,*,*,*
2022,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,Special Education,*,*,*
2022,4 Year,4235,Mesa Unified District,78930,Mesa Distance Learning Program,Maricopa,White,*,*,*
2022,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,All,20,107,18.7
2022,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,American Indian or Alaska Native,*,*,*
2022,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Black/African American,*,*,*
2022,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,EL Cohort,*,*,25
2022,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Female,*,*,20.4
2022,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Foster Care Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Hispanic or Latino,15,80,18.8
2022,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Homeless Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Income Eligibility 1 and 2,15,66,22.7
2022,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Male,*,*,17.2
2022,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Migrant Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Military Cohort,*,*,*
2022,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Multiple Races,*,*,*
2022,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Native Hawaiian or Pacific Islander,*,*,*
2022,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,Special Education,*,*,14.3
2022,4 Year,4235,Mesa Unified District,78932,East Valley Academy,Maricopa,White,*,*,30.8
2022,4 Year,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,All,95,115,82.6
2022,4 Year,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,Black/African American,*,*,*
2022,4 Year,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,EL Cohort,*,*,*
2022,4 Year,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,Female,*,*,89.6
2022,4 Year,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,Foster Care Cohort,*,*,*
2022,4 Year,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,Hispanic or Latino,*,*,75.7
2022,4 Year,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,Homeless Cohort,*,*,*
2022,4 Year,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,Income Eligibility 1 and 2,25,36,69.4
2022,4 Year,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,Male,*,*,77.6
2022,4 Year,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,Migrant Cohort,*,*,*
2022,4 Year,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,Military Cohort,*,*,*
2022,4 Year,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,Multiple Races,*,*,*
2022,4 Year,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,Native Hawaiian or Pacific Islander,*,*,*
2022,4 Year,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,Special Education,*,*,66.7
2022,4 Year,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,White,64,75,85.3
2022,4 Year,4236,Wickenburg Unified District,91264,Wickenburg Virtual Academy,Maricopa,All,*,*,55.6
2022,4 Year,4236,Wickenburg Unified District,91264,Wickenburg Virtual Academy,Maricopa,EL Cohort,*,*,*
2022,4 Year,4236,Wickenburg Unified District,91264,Wickenburg Virtual Academy,Maricopa,Female,*,*,80
2022,4 Year,4236,Wickenburg Unified District,91264,Wickenburg Virtual Academy,Maricopa,Foster Care Cohort,*,*,*
2022,4 Year,4236,Wickenburg Unified District,91264,Wickenburg Virtual Academy,Maricopa,Hispanic or Latino,*,*,50
2022,4 Year,4236,Wickenburg Unified District,91264,Wickenburg Virtual Academy,Maricopa,Homeless Cohort,*,*,*
2022,4 Year,4236,Wickenburg Unified District,91264,Wickenburg Virtual Academy,Maricopa,Income Eligibility 1 and 2,*,*,25
2022,4 Year,4236,Wickenburg Unified District,91264,Wickenburg Virtual Academy,Maricopa,Male,*,*,46.2
2022,4 Year,4236,Wickenburg Unified District,91264,Wickenburg Virtual Academy,Maricopa,Migrant Cohort,*,*,*
2022,4 Year,4236,Wickenburg Unified District,91264,Wickenburg Virtual Academy,Maricopa,Military Cohort,*,*,*
