Cohort Year,LEA Entity ID,LEA Name,School Entity ID,School Name,County,Subgroup,Number Graduated,Number in Cohort,Percent Graduated in 4 Years
2020,92043,Southwest Leadership Academy,92044,Southwest Leadership Academy,Maricopa,Male,*,*,   14.06
2020,79453,Success School,79454,Arizona Charter Academy,Maricopa,All,*,*,*
2020,79453,Success School,79454,Arizona Charter Academy,Maricopa,Female,*,*,*
2020,79453,Success School,79454,Arizona Charter Academy,Maricopa,Hispanic or Latino,*,*,*
2020,79453,Success School,79454,Arizona Charter Academy,Maricopa,Male,*,*,*
2020,4361,Tempe Preparatory Academy,5549,Tempe Preparatory Academy,Maricopa,All,      48,      52,   92.31
2020,4361,Tempe Preparatory Academy,5549,Tempe Preparatory Academy,Maricopa,Female,      32,      32,     100
2020,4361,Tempe Preparatory Academy,5549,Tempe Preparatory Academy,Maricopa,Hispanic or Latino,*,*,*
2020,4361,Tempe Preparatory Academy,5549,Tempe Preparatory Academy,Maricopa,Male,      16,      20,      80
2020,4287,Tempe Union High School District,5450,Compadre High School,Maricopa,All,      33,     101,   32.67
2020,4287,Tempe Union High School District,5450,Compadre High School,Maricopa,Female,      21,      51,   41.18
2020,4287,Tempe Union High School District,5450,Compadre High School,Maricopa,Hispanic or Latino,      17,      53,   32.08
2020,4287,Tempe Union High School District,5450,Compadre High School,Maricopa,Male,      12,      50,      24
2020,4287,Tempe Union High School District,5447,Corona Del Sol High School,Maricopa,All,     620,     656,   94.51
2020,4287,Tempe Union High School District,5447,Corona Del Sol High School,Maricopa,Female,     326,     336,   97.02
2020,4287,Tempe Union High School District,5447,Corona Del Sol High School,Maricopa,Hispanic or Latino,     149,     159,   93.71
2020,4287,Tempe Union High School District,5447,Corona Del Sol High School,Maricopa,Male,     294,     320,   91.88
2020,4287,Tempe Union High School District,5449,Desert Vista High School,Maricopa,All,     720,     749,   96.13
2020,4287,Tempe Union High School District,5449,Desert Vista High School,Maricopa,Female,     396,     408,   97.06
2020,4287,Tempe Union High School District,5449,Desert Vista High School,Maricopa,Hispanic or Latino,     153,     160,   95.63
2020,4287,Tempe Union High School District,5449,Desert Vista High School,Maricopa,Male,     324,     341,   95.01
2020,4287,Tempe Union High School District,5446,Marcos De Niza High School,Maricopa,All,     294,     328,   89.63
2020,4287,Tempe Union High School District,5446,Marcos De Niza High School,Maricopa,Female,     152,     167,   91.02
2020,4287,Tempe Union High School District,5446,Marcos De Niza High School,Maricopa,Hispanic or Latino,     147,     161,    91.3
2020,4287,Tempe Union High School District,5446,Marcos De Niza High School,Maricopa,Male,     142,     161,    88.2
2020,4287,Tempe Union High School District,5445,Mcclintock High School,Maricopa,All,     316,     332,   95.18
2020,4287,Tempe Union High School District,5445,Mcclintock High School,Maricopa,Female,     157,     160,   98.13
2020,4287,Tempe Union High School District,5445,Mcclintock High School,Maricopa,Hispanic or Latino,     140,     145,   96.55
2020,4287,Tempe Union High School District,5445,Mcclintock High School,Maricopa,Male,     159,     172,   92.44
2020,4287,Tempe Union High School District,5448,Mountain Pointe High School,Maricopa,All,     526,     570,   92.28
2020,4287,Tempe Union High School District,5448,Mountain Pointe High School,Maricopa,Female,     284,     298,    95.3
2020,4287,Tempe Union High School District,5448,Mountain Pointe High School,Maricopa,Hispanic or Latino,     167,     178,   93.82
2020,4287,Tempe Union High School District,5448,Mountain Pointe High School,Maricopa,Male,     242,     272,   88.97
2020,4287,Tempe Union High School District,5444,Tempe High School,Maricopa,All,     302,     357,   84.59
2020,4287,Tempe Union High School District,5444,Tempe High School,Maricopa,Female,     157,     177,    88.7
2020,4287,Tempe Union High School District,5444,Tempe High School,Maricopa,Hispanic or Latino,     220,     254,   86.61
2020,4287,Tempe Union High School District,5444,Tempe High School,Maricopa,Male,     145,     180,   80.56
2020,90287,"The Odyssey Preparatory Academy, Inc.",91825,Odyssey Institute for Advanced and International Studies,Maricopa,All,     136,     138,   98.55
2020,90287,"The Odyssey Preparatory Academy, Inc.",91825,Odyssey Institute for Advanced and International Studies,Maricopa,Female,      76,      76,     100
2020,90287,"The Odyssey Preparatory Academy, Inc.",91825,Odyssey Institute for Advanced and International Studies,Maricopa,Hispanic or Latino,      43,      44,   97.73
2020,90287,"The Odyssey Preparatory Academy, Inc.",91825,Odyssey Institute for Advanced and International Studies,Maricopa,Male,      60,      62,   96.77
2020,92976,Think Through Academy,1000047,Think Through Academy,Maricopa,All,*,*,*
2020,92976,Think Through Academy,1000047,Think Through Academy,Maricopa,Female,*,*,*
2020,92976,Think Through Academy,1000047,Think Through Academy,Maricopa,Hispanic or Latino,*,*,*
2020,92976,Think Through Academy,1000047,Think Through Academy,Maricopa,Male,*,*,*
2020,4288,Tolleson Union High School District,85810,Copper Canyon High School,Maricopa,All,     441,     486,   90.74
2020,4288,Tolleson Union High School District,85810,Copper Canyon High School,Maricopa,Female,     212,     228,   92.98
2020,4288,Tolleson Union High School District,85810,Copper Canyon High School,Maricopa,Hispanic or Latino,     367,     402,   91.29
2020,4288,Tolleson Union High School District,85810,Copper Canyon High School,Maricopa,Male,     229,     258,   88.76
2020,4288,Tolleson Union High School District,80051,La Joya Community High School,Maricopa,All,     468,     532,   87.97
2020,4288,Tolleson Union High School District,80051,La Joya Community High School,Maricopa,Female,     233,     245,    95.1
2020,4288,Tolleson Union High School District,80051,La Joya Community High School,Maricopa,Hispanic or Latino,     363,     411,   88.32
2020,4288,Tolleson Union High School District,80051,La Joya Community High School,Maricopa,Male,     235,     287,   81.88
2020,4288,Tolleson Union High School District,89908,Sierra Linda High School,Maricopa,All,     337,     394,   85.53
2020,4288,Tolleson Union High School District,89908,Sierra Linda High School,Maricopa,Female,     185,     207,   89.37
2020,4288,Tolleson Union High School District,89908,Sierra Linda High School,Maricopa,Hispanic or Latino,     299,     346,   86.42
2020,4288,Tolleson Union High School District,89908,Sierra Linda High School,Maricopa,Male,     152,     187,   81.28
2020,4288,Tolleson Union High School District,5452,Tolleson Union High School,Maricopa,All,     429,     474,   90.51
2020,4288,Tolleson Union High School District,5452,Tolleson Union High School,Maricopa,Female,     225,     240,   93.75
2020,4288,Tolleson Union High School District,5452,Tolleson Union High School,Maricopa,Hispanic or Latino,     347,     384,   90.36
2020,4288,Tolleson Union High School District,5452,Tolleson Union High School,Maricopa,Male,     204,     234,   87.18
2020,4288,Tolleson Union High School District,1000260,Tolleson Virtual High School,Maricopa,All,*,*,*
2020,4288,Tolleson Union High School District,1000260,Tolleson Virtual High School,Maricopa,Female,*,*,*
2020,4288,Tolleson Union High School District,1000260,Tolleson Virtual High School,Maricopa,Hispanic or Latino,*,*,*
2020,4288,Tolleson Union High School District,1000260,Tolleson Virtual High School,Maricopa,Male,*,*,*
2020,4288,Tolleson Union High School District,90551,University High School,Maricopa,All,      81,      81,     100
2020,4288,Tolleson Union High School District,90551,University High School,Maricopa,Female,      48,      48,     100
2020,4288,Tolleson Union High School District,90551,University High School,Maricopa,Hispanic or Latino,      55,      55,     100
2020,4288,Tolleson Union High School District,90551,University High School,Maricopa,Male,      33,      33,     100
2020,4288,Tolleson Union High School District,5453,Westview High School,Maricopa,All,     499,     545,   91.56
2020,4288,Tolleson Union High School District,5453,Westview High School,Maricopa,Female,     268,     287,   93.38
2020,4288,Tolleson Union High School District,5453,Westview High School,Maricopa,Hispanic or Latino,     351,     382,   91.88
2020,4288,Tolleson Union High School District,5453,Westview High School,Maricopa,Male,     231,     258,   89.53
2020,90859,Trivium Preparatory Academy,91156,Great Hearts Academies - Trivium Prep,Maricopa,All,      83,      86,   96.51
2020,90859,Trivium Preparatory Academy,91156,Great Hearts Academies - Trivium Prep,Maricopa,Female,      43,      45,   95.56
2020,90859,Trivium Preparatory Academy,91156,Great Hearts Academies - Trivium Prep,Maricopa,Hispanic or Latino,      25,      25,     100
2020,90859,Trivium Preparatory Academy,91156,Great Hearts Academies - Trivium Prep,Maricopa,Male,      40,      41,   97.56
2020,79957,"Valley of the Sun Waldorf Education Association, dba Desert Marigold School",79958,Desert Marigold School,Maricopa,All,*,*,   76.92
2020,79957,"Valley of the Sun Waldorf Education Association, dba Desert Marigold School",79958,Desert Marigold School,Maricopa,Female,*,*,*
2020,79957,"Valley of the Sun Waldorf Education Association, dba Desert Marigold School",79958,Desert Marigold School,Maricopa,Hispanic or Latino,*,*,*
2020,79957,"Valley of the Sun Waldorf Education Association, dba Desert Marigold School",79958,Desert Marigold School,Maricopa,Male,*,*,*
2020,80992,Veritas Preparatory Academy,80994,Great Hearts Academies - Veritas Prep,Maricopa,All,      68,      73,   93.15
2020,80992,Veritas Preparatory Academy,80994,Great Hearts Academies - Veritas Prep,Maricopa,Female,      34,      35,   97.14
2020,80992,Veritas Preparatory Academy,80994,Great Hearts Academies - Veritas Prep,Maricopa,Hispanic or Latino,      19,      21,   90.48
2020,80992,Veritas Preparatory Academy,80994,Great Hearts Academies - Veritas Prep,Maricopa,Male,      34,      38,   89.47
2020,4358,"Victory High School, Inc.",78822,Victory High School - Campus,Maricopa,All,*,*,*
2020,4358,"Victory High School, Inc.",78822,Victory High School - Campus,Maricopa,Female,*,*,*
2020,4358,"Victory High School, Inc.",78822,Victory High School - Campus,Maricopa,Hispanic or Latino,*,*,*
2020,4358,"Victory High School, Inc.",78822,Victory High School - Campus,Maricopa,Male,*,*,*
2020,79907,Vista Charter School,80385,Midtown High School,Maricopa,All,*,*,< 2
2020,79907,Vista Charter School,80385,Midtown High School,Maricopa,Female,*,*,*
2020,79907,Vista Charter School,80385,Midtown High School,Maricopa,Hispanic or Latino,*,*,< 2
2020,79907,Vista Charter School,80385,Midtown High School,Maricopa,Male,*,*,*
2020,91937,"Western School of Science and Technology, Inc.",92619,Western School of Science and Technology,Maricopa,All,      75,      76,   98.68
2020,91937,"Western School of Science and Technology, Inc.",92619,Western School of Science and Technology,Maricopa,Female,      35,      35,     100
2020,91937,"Western School of Science and Technology, Inc.",92619,Western School of Science and Technology,Maricopa,Hispanic or Latino,      75,      76,   98.68
2020,91937,"Western School of Science and Technology, Inc.",92619,Western School of Science and Technology,Maricopa,Male,      40,      41,   97.56
2020,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,All,      77,     111,   69.37
2020,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,Female,      30,      37,   81.08
2020,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,Hispanic or Latino,      24,      38,   63.16
2020,4236,Wickenburg Unified District,4987,Wickenburg High School,Maricopa,Male,      47,      74,   63.51
2020,4236,Wickenburg Unified District,91264,Wickenburg Virtual Academy,Maricopa,All,      27,      41,   65.85
2020,4236,Wickenburg Unified District,91264,Wickenburg Virtual Academy,Maricopa,Female,      15,      19,   78.95
2020,4236,Wickenburg Unified District,91264,Wickenburg Virtual Academy,Maricopa,Hispanic or Latino,*,*,   55.56
2020,4236,Wickenburg Unified District,91264,Wickenburg Virtual Academy,Maricopa,Male,      12,      22,   54.55
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Mohave,All,      39,      65,      60
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Mohave,Female,      21,      27,   77.78
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Mohave,Hispanic or Latino,*,*,      50
2020,85540,"Academy of Building Industries, Inc.",85541,Academy of Building Industries,Mohave,Male,      18,      38,   47.37
2020,4370,Colorado City Unified District,5567,El Capitan Public School,Mohave,All,      19,      31,   61.29
2020,4370,Colorado City Unified District,5567,El Capitan Public School,Mohave,Female,*,*,   76.92
2020,4370,Colorado City Unified District,5567,El Capitan Public School,Mohave,Male,*,*,      50
2020,4381,Colorado River Union High School District,90858,CRUHSD Academy,Mohave,All,      22,      93,   23.66
2020,4381,Colorado River Union High School District,90858,CRUHSD Academy,Mohave,Female,      14,      43,   32.56
2020,4381,Colorado River Union High School District,90858,CRUHSD Academy,Mohave,Hispanic or Latino,*,*,    22.5
2020,4381,Colorado River Union High School District,90858,CRUHSD Academy,Mohave,Male,*,*,      16
2020,4381,Colorado River Union High School District,5592,Mohave High School,Mohave,All,     227,     256,   88.67
2020,4381,Colorado River Union High School District,5592,Mohave High School,Mohave,Female,     110,     120,   91.67
2020,4381,Colorado River Union High School District,5592,Mohave High School,Mohave,Hispanic or Latino,     116,     127,   91.34
2020,4381,Colorado River Union High School District,5592,Mohave High School,Mohave,Male,     117,     136,   86.03
2020,4381,Colorado River Union High School District,5593,River Valley High School,Mohave,All,      98,     103,   95.15
2020,4381,Colorado River Union High School District,5593,River Valley High School,Mohave,Female,      49,      51,   96.08
2020,4381,Colorado River Union High School District,5593,River Valley High School,Mohave,Hispanic or Latino,      19,      20,      95
2020,4381,Colorado River Union High School District,5593,River Valley High School,Mohave,Male,      49,      52,   94.23
2020,4383,Kingman Academy Of Learning,79373,Kingman Academy of Learning - High School,Mohave,All,      81,      85,   95.29
2020,4383,Kingman Academy Of Learning,79373,Kingman Academy of Learning - High School,Mohave,Female,      41,      42,   97.62
2020,4383,Kingman Academy Of Learning,79373,Kingman Academy of Learning - High School,Mohave,Hispanic or Latino,*,*,*
2020,4383,Kingman Academy Of Learning,79373,Kingman Academy of Learning - High School,Mohave,Male,      40,      43,   93.02
2020,79598,Kingman Unified School District,5595,Kingman High School,Mohave,All,     144,     211,   68.25
2020,79598,Kingman Unified School District,5595,Kingman High School,Mohave,Female,      80,     107,   74.77
2020,79598,Kingman Unified School District,5595,Kingman High School,Mohave,Hispanic or Latino,      31,      41,   75.61
2020,79598,Kingman Unified School District,5595,Kingman High School,Mohave,Male,      64,     104,   61.54
2020,79598,Kingman Unified School District,91772,Lee Williams High School,Mohave,All,     241,     286,   84.27
2020,79598,Kingman Unified School District,91772,Lee Williams High School,Mohave,Female,     110,     129,   85.27
2020,79598,Kingman Unified School District,91772,Lee Williams High School,Mohave,Hispanic or Latino,      34,      43,   79.07
2020,79598,Kingman Unified School District,91772,Lee Williams High School,Mohave,Male,     131,     157,   83.44
2020,4368,Lake Havasu Unified District,5565,Lake Havasu High School,Mohave,All,     357,     393,   90.84
2020,4368,Lake Havasu Unified District,5565,Lake Havasu High School,Mohave,Female,     179,     190,   94.21
2020,4368,Lake Havasu Unified District,5565,Lake Havasu High School,Mohave,Hispanic or Latino,     100,     108,   92.59
2020,4368,Lake Havasu Unified District,5565,Lake Havasu High School,Mohave,Male,     178,     203,   87.68
2020,4374,Littlefield Unified District,85821,Beaver Dam High School,Mohave,All,      28,      32,    87.5
2020,4374,Littlefield Unified District,85821,Beaver Dam High School,Mohave,Female,      12,      14,   85.71
2020,4374,Littlefield Unified District,85821,Beaver Dam High School,Mohave,Hispanic or Latino,      19,      22,   86.36
2020,4374,Littlefield Unified District,85821,Beaver Dam High School,Mohave,Male,      16,      18,   88.89
2020,79498,Mohave Accelerated Learning Center,79510,Mohave Accelerated Learning Center,Mohave,All,      50,      51,   98.04
2020,79498,Mohave Accelerated Learning Center,79510,Mohave Accelerated Learning Center,Mohave,Female,      21,      21,     100
2020,79498,Mohave Accelerated Learning Center,79510,Mohave Accelerated Learning Center,Mohave,Hispanic or Latino,      12,      13,   92.31
2020,79498,Mohave Accelerated Learning Center,79510,Mohave Accelerated Learning Center,Mohave,Male,      29,      30,   96.67
2020,79218,"Telesis Center for Learning, Inc.",78857,Telesis Preparatory Academy,Mohave,All,      16,      20,      80
2020,79218,"Telesis Center for Learning, Inc.",78857,Telesis Preparatory Academy,Mohave,Female,*,*,   83.33
2020,79218,"Telesis Center for Learning, Inc.",78857,Telesis Preparatory Academy,Mohave,Hispanic or Latino,*,*,*
2020,79218,"Telesis Center for Learning, Inc.",78857,Telesis Preparatory Academy,Mohave,Male,*,*,*
2020,4397,Blue Ridge Unified School District No. 32,5648,Blue Ridge High School,Navajo,All,     136,     164,   82.93
2020,4397,Blue Ridge Unified School District No. 32,5648,Blue Ridge High School,Navajo,Female,      85,      92,   92.39
2020,4397,Blue Ridge Unified School District No. 32,5648,Blue Ridge High School,Navajo,Hispanic or Latino,      40,      50,      80
2020,4397,Blue Ridge Unified School District No. 32,5648,Blue Ridge High School,Navajo,Male,      51,      72,   70.83
2020,4397,Blue Ridge Unified School District No. 32,456092,Blue Ridge High School Online,Navajo,All,*,*,*
2020,4397,Blue Ridge Unified School District No. 32,456092,Blue Ridge High School Online,Navajo,Female,*,*,*
2020,4400,"Career Development, Inc.",5652,Northern AZ Academy for Career Dev. - Taylor,Navajo,All,*,*,   30.77
2020,4400,"Career Development, Inc.",5652,Northern AZ Academy for Career Dev. - Taylor,Navajo,Female,*,*,   33.33
2020,4400,"Career Development, Inc.",5652,Northern AZ Academy for Career Dev. - Taylor,Navajo,Hispanic or Latino,*,*,*
2020,4400,"Career Development, Inc.",5652,Northern AZ Academy for Career Dev. - Taylor,Navajo,Male,*,*,   28.57
2020,4392,Heber-Overgaard Unified District,5625,Mogollon High School,Navajo,All,      23,      23,     100
2020,4392,Heber-Overgaard Unified District,5625,Mogollon High School,Navajo,Female,      13,      13,     100
2020,4392,Heber-Overgaard Unified District,5625,Mogollon High School,Navajo,Hispanic or Latino,*,*,*
2020,4392,Heber-Overgaard Unified District,5625,Mogollon High School,Navajo,Male,*,*,*
2020,4389,Holbrook Unified District,5610,Holbrook High School,Navajo,All,     126,     156,   80.77
2020,4389,Holbrook Unified District,5610,Holbrook High School,Navajo,Female,      71,      86,   82.56
2020,4389,Holbrook Unified District,5610,Holbrook High School,Navajo,Hispanic or Latino,      20,      20,     100
2020,4389,Holbrook Unified District,5610,Holbrook High School,Navajo,Male,      55,      70,   78.57
2020,4388,Joseph City Unified District,5606,Joseph City High School,Navajo,All,      25,      27,   92.59
2020,4388,Joseph City Unified District,5606,Joseph City High School,Navajo,Female,      16,      16,     100
2020,4388,Joseph City Unified District,5606,Joseph City High School,Navajo,Hispanic or Latino,*,*,*
2020,4388,Joseph City Unified District,5606,Joseph City High School,Navajo,Male,*,*,   81.82
2020,4396,Kayenta Unified School District #27,5644,Monument Valley High School,Navajo,All,     127,     152,   83.55
2020,4396,Kayenta Unified School District #27,5644,Monument Valley High School,Navajo,Female,      62,      76,   81.58
2020,4396,Kayenta Unified School District #27,5644,Monument Valley High School,Navajo,Hispanic or Latino,*,*,*
2020,4396,Kayenta Unified School District #27,5644,Monument Valley High School,Navajo,Male,      65,      76,   85.53
2020,4386,Navajo County Accommodation District #99,7654,Navajo County Instruction for Success (NCIS),Navajo,All,*,*,   15.38
2020,4386,Navajo County Accommodation District #99,7654,Navajo County Instruction for Success (NCIS),Navajo,Female,*,*,*
2020,4386,Navajo County Accommodation District #99,7654,Navajo County Instruction for Success (NCIS),Navajo,Hispanic or Latino,*,*,*
2020,4386,Navajo County Accommodation District #99,7654,Navajo County Instruction for Success (NCIS),Navajo,Male,*,*,*
2020,4390,Pinon Unified District,5613,Pinon High School,Navajo,All,      50,      73,   68.49
2020,4390,Pinon Unified District,5613,Pinon High School,Navajo,Female,      30,      37,   81.08
2020,4390,Pinon Unified District,5613,Pinon High School,Navajo,Male,      20,      36,   55.56
2020,6353,"Shonto Governing Board of Education, Inc.",5653,Shonto Preparatory Technology High School,Navajo,All,      14,      16,    87.5
2020,6353,"Shonto Governing Board of Education, Inc.",5653,Shonto Preparatory Technology High School,Navajo,Female,*,*,   90.91
2020,6353,"Shonto Governing Board of Education, Inc.",5653,Shonto Preparatory Technology High School,Navajo,Male,*,*,*
2020,4393,Show Low Unified District,5632,Show Low High School,Navajo,All,     172,     184,   93.48
2020,4393,Show Low Unified District,5632,Show Low High School,Navajo,Female,      76,      82,   92.68
2020,4393,Show Low Unified District,5632,Show Low High School,Navajo,Hispanic or Latino,      28,      32,    87.5
2020,4393,Show Low Unified District,5632,Show Low High School,Navajo,Male,      96,     102,   94.12
2020,4393,Show Low Unified District,79646,White Mountain Institute,Navajo,All,*,*,      50
2020,4393,Show Low Unified District,79646,White Mountain Institute,Navajo,Female,*,*,*
2020,4393,Show Low Unified District,79646,White Mountain Institute,Navajo,Hispanic or Latino,*,*,*
2020,4393,Show Low Unified District,79646,White Mountain Institute,Navajo,Male,*,*,*
2020,4393,Show Low Unified District,91203,WMI ON LINE,Navajo,All,*,*,      25
2020,4393,Show Low Unified District,91203,WMI ON LINE,Navajo,Female,*,*,    37.5
2020,4393,Show Low Unified District,91203,WMI ON LINE,Navajo,Hispanic or Latino,*,*,*
2020,4393,Show Low Unified District,91203,WMI ON LINE,Navajo,Male,*,*,    12.5
2020,4391,Snowflake Unified District,5618,Snowflake High School,Navajo,All,     159,     169,   94.08
2020,4391,Snowflake Unified District,5618,Snowflake High School,Navajo,Female,      78,      84,   92.86
2020,4391,Snowflake Unified District,5618,Snowflake High School,Navajo,Hispanic or Latino,      16,      17,   94.12
2020,4391,Snowflake Unified District,5618,Snowflake High School,Navajo,Male,      81,      85,   95.29
2020,4394,Whiteriver Unified District,5637,Alchesay High School,Navajo,All,     133,     176,   75.57
2020,4394,Whiteriver Unified District,5637,Alchesay High School,Navajo,Female,      71,      91,   78.02
2020,4394,Whiteriver Unified District,5637,Alchesay High School,Navajo,Hispanic or Latino,*,*,*
2020,4394,Whiteriver Unified District,5637,Alchesay High School,Navajo,Male,      62,      85,   72.94
2020,4387,Winslow Unified District,5604,Winslow High School,Navajo,All,     149,     180,   82.78
2020,4387,Winslow Unified District,5604,Winslow High School,Navajo,Female,      71,      85,   83.53
2020,4387,Winslow Unified District,5604,Winslow High School,Navajo,Hispanic or Latino,      39,      44,   88.64
2020,4387,Winslow Unified District,5604,Winslow High School,Navajo,Male,      78,      95,   82.11
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Pima,All,      28,      28,     100
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Pima,Female,      16,      16,     100
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Pima,Hispanic or Latino,*,*,*
2020,78897,"Academy of Tucson, Inc.",78898,Academy of Tucson High School,Pima,Male,      12,      12,     100
2020,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,All,*,*,*
2020,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Female,*,*,*
2020,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Hispanic or Latino,*,*,*
2020,6364,Accelerated Elementary and Secondary Schools,5891,Accelerated Learning Laboratory,Pima,Male,*,*,*
2020,4409,Ajo Unified District,6292,Ajo High School,Pima,All,      37,      39,   94.87
2020,4409,Ajo Unified District,6292,Ajo High School,Pima,Female,      18,      19,   94.74
2020,4409,Ajo Unified District,6292,Ajo High School,Pima,Hispanic or Latino,      30,      32,   93.75
2020,4409,Ajo Unified District,6292,Ajo High School,Pima,Male,      19,      20,      95
2020,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,All,     104,     132,   78.79
2020,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Female,      62,      70,   88.57
2020,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Hispanic or Latino,     100,     124,   80.65
2020,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Pima,Male,      42,      62,   67.74
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,Pima,All,      20,      50,      40
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,Pima,Female,      13,      23,   56.52
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,Pima,Hispanic or Latino,*,*,   35.29
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,Pima,Male,*,*,   25.93
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,Pima,All,     208,     285,   72.98
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,Pima,Female,     113,     138,   81.88
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,Pima,Hispanic or Latino,     129,     159,   81.13
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,Pima,Male,      95,     147,   64.63
2020,4406,Amphitheater Unified District,5808,Canyon Del Oro High School,Pima,All,     334,     382,   87.43
2020,4406,Amphitheater Unified District,5808,Canyon Del Oro High School,Pima,Female,     154,     171,   90.06
2020,4406,Amphitheater Unified District,5808,Canyon Del Oro High School,Pima,Hispanic or Latino,     113,     128,   88.28
2020,4406,Amphitheater Unified District,5808,Canyon Del Oro High School,Pima,Male,     180,     211,   85.31
2020,4406,Amphitheater Unified District,79378,Ironwood Ridge High School,Pima,All,     385,     425,   90.59
2020,4406,Amphitheater Unified District,79378,Ironwood Ridge High School,Pima,Female,     211,     224,    94.2
2020,4406,Amphitheater Unified District,79378,Ironwood Ridge High School,Pima,Hispanic or Latino,     101,     110,   91.82
2020,4406,Amphitheater Unified District,79378,Ironwood Ridge High School,Pima,Male,     174,     201,   86.57
2020,4406,Amphitheater Unified District,5803,Rillito Center,Pima,All,*,*,*
2020,4406,Amphitheater Unified District,5803,Rillito Center,Pima,Female,*,*,*
2020,4406,Amphitheater Unified District,5803,Rillito Center,Pima,Hispanic or Latino,*,*,*
2020,4406,Amphitheater Unified District,5803,Rillito Center,Pima,Male,*,*,*
2020,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),Pima,All,*,*,   21.05
2020,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),Pima,Female,*,*,*
2020,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),Pima,Male,*,*,   18.18
2020,4412,Baboquivari Unified School District #40,5847,Baboquivari High School,Pima,All,      39,      51,   76.47
2020,4412,Baboquivari Unified School District #40,5847,Baboquivari High School,Pima,Female,      21,      26,   80.77
2020,4412,Baboquivari Unified School District #40,5847,Baboquivari High School,Pima,Hispanic or Latino,*,*,*
2020,4412,Baboquivari Unified School District #40,5847,Baboquivari High School,Pima,Male,      18,      25,      72
2020,91309,"BASIS Charter Schools, Inc.",91766,BASIS Tucson North,Pima,All,      99,      99,     100
2020,91309,"BASIS Charter Schools, Inc.",91766,BASIS Tucson North,Pima,Female,      45,      45,     100
2020,91309,"BASIS Charter Schools, Inc.",91766,BASIS Tucson North,Pima,Hispanic or Latino,      14,      14,     100
2020,91309,"BASIS Charter Schools, Inc.",91766,BASIS Tucson North,Pima,Male,      54,      54,     100
2020,89871,Blue Adobe Project,89872,Sky Islands,Pima,All,      20,      23,   86.96
2020,89871,Blue Adobe Project,89872,Sky Islands,Pima,Female,*,*,*
2020,89871,Blue Adobe Project,89872,Sky Islands,Pima,Hispanic or Latino,*,*,*
2020,89871,Blue Adobe Project,89872,Sky Islands,Pima,Male,      11,      13,   84.62
2020,81029,"Canyon Rose Academy, Inc.",81030,Canyon Rose Academy,Pima,All,      19,      98,   19.39
2020,81029,"Canyon Rose Academy, Inc.",81030,Canyon Rose Academy,Pima,Female,*,*,   18.18
2020,81029,"Canyon Rose Academy, Inc.",81030,Canyon Rose Academy,Pima,Hispanic or Latino,      13,      58,   22.41
2020,81029,"Canyon Rose Academy, Inc.",81030,Canyon Rose Academy,Pima,Male,      11,      54,   20.37
2020,81029,"Canyon Rose Academy, Inc.",605648,Canyon Rose Academy-East,Pima,All,      17,      30,   56.67
2020,81029,"Canyon Rose Academy, Inc.",605648,Canyon Rose Academy-East,Pima,Female,*,*,   53.85
2020,81029,"Canyon Rose Academy, Inc.",605648,Canyon Rose Academy-East,Pima,Hispanic or Latino,*,*,*
2020,81029,"Canyon Rose Academy, Inc.",605648,Canyon Rose Academy-East,Pima,Male,*,*,   58.82
2020,4410,Catalina Foothills Unified District,5839,Catalina Foothills High School,Pima,All,     390,     416,   93.75
2020,4410,Catalina Foothills Unified District,5839,Catalina Foothills High School,Pima,Female,     186,     197,   94.42
